Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,attackacrack.com,a1foundationcrackrepair.com,crackx.com,groundworks.com,attackacrack.com (pages),a1foundationcrackrepair.com (pages),crackx.com (pages),groundworks.com (pages),Results
concrete repair contractors near me,Transactional,1000,32,7.63,0.47,0,0,0,74,,,,https://www.groundworks.com/,28800000
concrete repair services,Commercial,1000,31,8.92,0.04,0,0,0,65,,,,https://www.groundworks.com/,141000000
concrete repairs near me,Transactional,1000,38,10.25,0.68,0,0,0,40,,,,https://www.groundworks.com/,50000000
cornell pumps,"Commercial, Navigational",1000,16,2.64,0.09,0,0,0,90,,,,https://www.groundworks.com/,2330000
correct basement humidity,Informational,1000,14,0.43,0.26,0,0,0,21,,,,https://www.groundworks.com/resources/home-humidity-scale/,14400000
cracked wall,Informational,1000,26,5.06,0.15,0,0,61,65,,,https://crackx.com/how-to-know-if-a-crack-in-your-wall-is-serious/,https://www.groundworks.com/resources/repairing-concrete-foundation-wall-cracks-the-right-way/,446000000
cracks from house settling,Informational,1000,29,8.66,0.44,0,0,0,37,,,,https://www.groundworks.com/resources/horizontal-versus-vertical-foundation-cracks-new-england/,4820000
crawl space basement,Informational,1000,12,7.26,0.23,0,0,0,8,,,,https://www.groundworks.com/resources/can-i-dig-out-my-crawl-space-into-a-full-basement/,15700000
crawl space contractors,Commercial,1000,24,21.22,0.28,0,0,0,3,,,,https://www.groundworks.com/solutions/crawl-space-repair/,3730000
crawl space contractors near me,Transactional,1000,16,18.30,0.26,0,0,0,4,,,,https://www.groundworks.com/solutions/crawl-space-repair/,3790000
crawl space doors,Informational,1000,6,1.48,1.00,0,0,0,18,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-doors/,18900000
crawl space mold remediation services los angeles,Commercial,1000,8,0.00,0.00,0,0,0,38,,,,https://www.groundworks.com/service-areas/crawl-space-repair-los-angeles-ca/,706000
crawl space renovation,Informational,1000,30,9.50,0.08,0,0,0,10,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,5370000
crawl space specialist,Informational,1000,19,16.18,0.80,0,0,0,21,,,,https://www.groundworks.com/service-areas/crawl-space-repair-oklahoma-city-ok/,5200000
crawlspace foundation repair,Commercial,1000,23,19.76,0.30,0,0,0,68,,,,https://www.groundworks.com/,3120000
dallas waterproofing,Commercial,1000,8,0.00,0.01,0,0,0,78,,,,https://www.groundworks.com/service-areas/basement-waterproofing-dallas-ga/,1320000
david ashmore broken arrow,"Commercial, Informational",1000,10,0.00,0.00,0,0,0,65,,,,https://www.groundworks.com/locations/metro-structural/,58100
define efflorescence,Informational,1000,60,0.00,0.00,0,0,0,48,,,,https://www.groundworks.com/glossary/efflorescence/,2000000
define underpinning,Informational,1000,50,1.34,0.00,0,0,0,24,,,,https://www.groundworks.com/glossary/underpinning/,28500000
dehumidifier for basements,Commercial,1000,43,1.28,1.00,0,0,0,54,,,,https://www.groundworks.com/solutions/basement-waterproofing/dehumidifier/,1350000
dryrot,Informational,1000,29,4.18,0.02,0,0,0,13,,,,https://www.groundworks.com/resources/dry-rot-wood-rot/,158000000
efflorescence meaning,Informational,1000,41,0.00,0.00,0,0,0,63,,,,https://www.groundworks.com/glossary/efflorescence/,1480000
exterior sump pump,Informational,1000,22,2.15,1.00,0,0,0,68,,,,https://www.groundworks.com/,6810000
fix concrete stairs,"Informational, Transactional",1000,12,4.90,0.78,0,0,0,5,,,,https://www.groundworks.com/resources/how-to-fix-sinking-concrete-steps/,20200000
fix sagging floor,Informational,1000,11,10.97,0.77,0,0,0,37,,,,https://www.groundworks.com/solutions/crawl-space-repair/sagging-floors/,12200000
fixing concrete steps,Informational,1000,16,4.90,0.78,0,0,0,10,,,,https://www.groundworks.com/resources/how-to-fix-sinking-concrete-steps/,88700000
flooded basement repair,Informational,1000,34,46.70,0.40,0,0,0,9,,,,https://www.groundworks.com/resources/how-flooding-damages-foundation/,3890000
floor sagging repair,Informational,1000,31,10.97,0.77,0,0,0,82,,,,https://www.groundworks.com/resources/repairing-sagging-floors/,8480000
footing foundation,Informational,1000,16,4.70,0.06,0,0,0,29,,,,https://www.groundworks.com/glossary/concrete-footing/,38500000
foundation and crawl space repair,Informational,1000,39,19.76,0.30,0,0,0,13,,,,https://www.groundworks.com/solutions/crawl-space-repair/,5950000
foundation block,Informational,1000,21,1.40,0.74,0,0,0,19,,,,https://www.groundworks.com/glossary/block-foundation-wall/,1040000000
foundation cracks repair,Informational,1000,19,11.85,0.51,0,32,0,17,,https://www.a1foundationcrackrepair.com/residential-services,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,19400000
foundation inspection and repair,Commercial,1000,12,20.12,0.73,0,0,0,7,,,,https://www.groundworks.com/service-areas/foundation-repair-huntsville-al/,155
foundation inspections,Commercial,1000,8,21.68,0.29,0,0,0,15,,,,https://www.groundworks.com/resources/foundation-inspection-benefits/,151000000
foundation inspector near me,Transactional,1000,17,21.02,0.50,0,0,0,2,,,,https://www.groundworks.com/resources/foundation-inspection/,19400000
foundation issues,"Commercial, Informational",1000,24,13.80,0.47,0,0,0,20,,,,https://www.groundworks.com/resources/signs-your-home-has-foundation-problem/,1580000000
foundation leaking,Informational,1000,25,18.16,0.56,0,0,0,23,,,,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,141000000
foundation repair dallas,Commercial,1000,55,35.66,0.92,0,0,0,27,,,,https://www.groundworks.com/service-areas/foundation-repair-dallas-tx/,21800000
foundation repair services near me,Transactional,1000,36,30.00,0.11,0,0,0,18,,,,https://www.groundworks.com/service-areas/missouri/kansas-city-mo/,276000000
foundation slab,Informational,1000,-1,3.92,0.07,0,0,0,15,,,,https://www.groundworks.com/resources/how-to-build-a-slab-foundation/,78500000
foundation underpinning near me,Transactional,1000,39,0.00,0.30,0,0,0,11,,,,https://www.groundworks.com/service-areas/foundation-repair-anniston-al/,8350000
foundation underpinning repair,Informational,1000,9,0.00,0.00,0,0,0,2,,,,https://www.groundworks.com/resources/residential-foundation-underpinning-repair/,2760000
foundation wall crack repair,Informational,1000,9,10.55,0.41,0,55,31,0,,https://www.a1foundationcrackrepair.com/,https://crackx.com/maine/,,14700000
foundation waterproofing services near me,Transactional,1000,45,0.00,0.00,0,0,0,46,,,,https://www.groundworks.com/solutions/basement-waterproofing/,14500000
foundations at edgewater,Navigational,1000,31,0.58,0.08,0,0,0,59,,,,https://www.groundworks.com/service-areas/foundation-repair-edgewater-md/,418000
french drain inside basement,Informational,1000,9,5.99,0.42,0,0,0,30,,,,https://www.groundworks.com/glossary/french-drain/,3650000
garage floor repair near me,Transactional,1000,22,8.44,0.92,0,0,0,20,,,,https://www.groundworks.com/solutions/concrete-lifting/garage-floor-repair/,112000000
ground work,Commercial,1000,58,9.18,0.38,0,0,0,5,,,,https://www.groundworks.com/,2000000000
hairline crack in foundation,Informational,1000,6,4.10,0.29,0,0,17,28,,,https://crackx.com/a-step-by-step-guide-to-repairing-hairline-cracks-in-foundation-wall/,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,1340000
helical anchors,"Commercial, Navigational",1000,22,1.69,0.88,0,0,0,67,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,1810000
helical pile foundation,Informational,1000,12,2.54,0.54,0,0,0,66,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,983000
helicals,Informational,1000,34,1.10,0.05,0,0,0,63,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,35600
home foundation inspection,Commercial,1000,32,22.01,0.68,0,0,0,21,,,,https://www.groundworks.com/resources/foundation-inspection-benefits/,138000000
house footings,Informational,1000,15,3.37,0.07,0,0,0,20,,,,https://www.groundworks.com/glossary/concrete-footing/,4360000
house in the notebook,Informational,1000,39,0.00,0.00,0,0,0,16,,,,https://www.groundworks.com/resources/the-notebook-movie-house-floor-plan-and-renovations/,377000000
house waterproofing,Commercial,1000,28,7.40,0.58,0,0,0,28,,,,https://www.groundworks.com/resources/how-to-waterproof-foundation-walls-from-outside/,36200000
how much does it cost to fix a foundation,Informational,1000,20,5.99,0.48,0,0,0,49,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,324000000
how to fix ceiling cracks,Informational,1000,23,0.77,0.77,0,0,0,40,,,,https://www.groundworks.com/resources/how-serious-are-ceiling-cracks/,17400000
how to get ants out of your house,Informational,1000,31,0.95,0.69,0,0,0,74,,,,https://www.groundworks.com/resources/ants-in-the-house/,76600000
humidifier for basement,Commercial,1000,31,1.05,1.00,0,0,0,38,,,,https://www.groundworks.com/solutions/basement-waterproofing/dehumidifier/,5380000
hyperloop transportation,"Informational, Navigational",1000,50,3.82,0.03,0,0,0,32,,,,https://www.groundworks.com/resources/how-does-the-hyperloop-work/,2020000
i got some pressure built up,"Informational, Transactional",1000,27,0.00,0.00,0,0,0,48,,,,https://www.groundworks.com/resources/how-to-relieve-hydrostatic-pressure-around-your-basement/,628000000
interior basement drainage system,Informational,1000,10,5.12,0.58,0,0,0,6,,,,https://www.groundworks.com/resources/the-most-important-things-to-know-about-basement-drains/,16000000
largest us dam,Informational,1000,25,0.04,0.02,0,0,0,3,,,,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,249000000
leaking cellar,Informational,1000,7,18.92,0.65,0,0,0,48,,,,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,3910000
little ants in house how to get rid of,Informational,1000,27,0.51,0.96,0,0,0,41,,,,https://www.groundworks.com/resources/ants-in-the-house/,39500000
moldy basement,Informational,1000,12,7.10,0.62,0,0,0,8,,,,https://www.groundworks.com/resources/can-mold-in-basement-affect-upstairs/,6250000
most humid states in the us,Informational,1000,31,0.00,0.00,0,0,0,25,,,,https://www.groundworks.com/resources/most-humid-cities-in-the-us/,68100000
mud jacking near me,Transactional,1000,28,18.59,0.82,0,0,0,26,,,,https://www.groundworks.com/service-areas/concrete-lifting-fayetteville-ar/,60800000
musty odor,Informational,1000,31,1.18,0.14,0,0,0,48,,,,https://www.groundworks.com/solutions/crawl-space-repair/musty-smells-in-house/,8670000
plumbers slab leak repair,Commercial,1000,19,19.10,0.41,0,0,0,5,,,,https://www.groundworks.com/resources/how-to-fix-pipe-under-slab/,855000
plumbing pipe leak,"Commercial, Informational",1000,32,24.89,0.09,0,0,0,87,,,,https://www.groundworks.com/resources/how-to-fix-pipe-under-slab/,27500000
porch repair,Commercial,1000,39,6.83,0.51,0,0,0,72,,,,https://www.groundworks.com/contact-us/,35900000
porch repair near me,Transactional,1000,17,6.43,0.93,0,0,0,65,,,,https://www.groundworks.com/contact-us/,22500000
power wash cement,Informational,1000,30,1.62,0.91,0,0,0,36,,,,https://www.groundworks.com/resources/how-to-clean-concrete-with-pressure-washer/,55500000
pro foundation repair,Commercial,1000,16,16.21,0.10,0,0,0,55,,,,https://www.groundworks.com/locations/dry-pro-foundation-and-crawlspace-specialists/,149000000
rainiest states in the us,Informational,1000,39,0.25,0.01,0,0,0,30,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,1220000
repair pipes,Informational,1000,30,19.17,0.34,0,0,0,73,,,,https://www.groundworks.com/resources/how-to-fix-pipe-under-slab/,99000000
repair sump pump,Commercial,1000,30,21.69,0.12,0,0,0,38,,,,https://www.groundworks.com/resources/how-to-fix-sump-pump-problems/,18000000
residential foundation repair near me,Transactional,1000,42,22.22,0.70,0,0,0,16,,,,https://www.groundworks.com/service-areas/missouri/kansas-city-mo/,54200000
salinity of the soil,Informational,1000,35,0.00,0.00,0,0,0,65,,,,https://www.groundworks.com/resources/what-is-salinity/,17300000
self level,"Commercial, Informational",1000,32,0.44,1.00,0,0,0,26,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,2820000000
self leveling concrete floor,Informational,1000,17,0.92,1.00,0,0,0,22,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,113000000
self-leveling concrete,Informational,1000,36,0.00,0.00,0,0,0,39,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,0
sinking foundation repair cost,"Commercial, Informational",1000,39,7.13,0.67,0,0,0,28,,,,https://www.groundworks.com/resources/how-much-is-too-much-foundation-sinking/,4590000
skyscraper how tall,Informational,1000,55,0.00,0.00,0,0,0,66,,,,https://www.groundworks.com/resources/how-far-underground-are-skyscraper-foundations/,129000000
slab footing,Informational,1000,17,3.92,0.07,0,0,0,49,,,,https://www.groundworks.com/glossary/concrete-footing/,9170000
slab leaks,Informational,1000,31,12.74,0.50,0,0,0,68,,,,https://www.groundworks.com/resources/slab-leakage/,8370000
snowiest city in the us,Informational,1000,46,0.77,0.01,0,0,0,15,,,,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,885000
soil textural triangle,Informational,1000,34,0.00,0.00,0,0,0,45,,,,https://www.groundworks.com/glossary/soil-triangle/,1160000
stack effect,Informational,1000,22,1.04,0.03,0,0,0,54,,,,https://www.groundworks.com/resources/what-is-the-stack-effect/,232000000
stone foundation repair,Informational,1000,6,6.95,0.14,0,22,0,5,,https://www.a1foundationcrackrepair.com/stone-foundation,,https://www.groundworks.com/resources/fieldstone-foundation-repair-how-to-restore-your-stone-basement/,93800000
structural damage,Informational,1000,24,9.82,0.14,0,0,90,0,,,https://crackx.com/signs-of-structural-damage-of-a-property/,,263000000
subterranean city,Informational,1000,51,0.92,0.01,0,0,0,26,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,10400000
tar heel basement,"Commercial, Navigational",1000,21,9.06,0.60,0,0,0,8,,,,https://www.groundworks.com/locations/tar-heel-basement-systems/,337000
the biggest flood,Informational,1000,-1,0.00,0.00,0,0,0,71,,,,https://www.groundworks.com/resources/16-worst-us-cities-for-flooding/,165000000
the foundation works,Navigational,1000,44,7.19,0.35,0,0,0,46,,,,https://www.groundworks.com/,1830000000
things that fail a home inspection,Informational,1000,27,0.45,0.12,0,0,0,95,,,,https://www.groundworks.com/resources/common-home-inspection-findings/,54700000
tiny ants house,Informational,1000,32,0.87,0.37,0,0,0,39,,,,https://www.groundworks.com/resources/ants-in-the-house/,13500000
underground cities in the us,Informational,1000,-1,0.70,0.01,0,0,0,4,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,170000000
underground eavestrough drainage,Informational,1000,5,3.08,0.98,0,0,0,29,,,,https://www.groundworks.com/resources/why-invest-in-underground-downspouts/,211000
underground town,Informational,1000,48,0.92,0.01,0,0,0,85,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,257000000
underground tunnel,Transactional,1000,55,0.19,0.01,0,0,0,31,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,92700000
underpinning meaning,Informational,1000,50,0.00,0.00,0,0,0,26,,,,https://www.groundworks.com/glossary/underpinning/,13900000
vapor barrier crawl space insulation,Informational,1000,18,4.73,0.98,0,0,0,35,,,,https://www.groundworks.com/resources/how-to-install-vapor-barrier/,447000
water under,Informational,1000,52,16.04,0.00,0,0,0,72,,,,https://www.groundworks.com/resources/how-should-you-deal-with-standing-water-under-the-house/,3720000000
waterproofing foundation,Informational,1000,30,1.00,1.00,0,0,0,41,,,,https://www.groundworks.com/resources/how-to-waterproof-foundation-walls-from-outside/,77600000
weed japanese,Informational,1000,35,0.00,0.00,0,0,0,23,,,,https://www.groundworks.com/resources/japanese-knotweed-top-weed-for-home-damage-in-the-u-s/,76800000
wettest cities in the us,Informational,1000,30,0.16,0.01,0,0,0,8,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,6390000
what is a crawl space,Informational,1000,20,1.58,0.03,0,0,0,16,,,,https://www.groundworks.com/glossary/crawl-space/,96200000
what is a footer,Informational,1000,21,1.42,0.00,0,0,0,56,,,,https://www.groundworks.com/glossary/concrete-footing/,1490000000
what is a rim joist,Informational,1000,24,0.95,0.03,0,0,0,1,,,,https://www.groundworks.com/glossary/rim-joists/,2880000
what is karst,Informational,1000,44,1.69,0.00,0,0,0,57,,,,https://www.groundworks.com/glossary/karst/,32500000
what state gets the most snow,Informational,1000,32,0.11,0.00,0,0,0,56,,,,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,909000000
where is the christmas story house,Navigational,1000,25,0.01,0.01,0,0,0,53,,,,https://www.groundworks.com/resources/inside-the-movie-house-from-a-christmas-story/,1540000000
white fuzzy mold,Informational,1000,20,1.02,0.01,0,0,0,15,,,,https://www.groundworks.com/resources/white-mold-crawl-space/,9560000
white mold in house,Informational,1000,15,1.23,0.34,0,0,0,12,,,,https://www.groundworks.com/resources/white-mold-crawl-space/,294000000
why is my basement flooding,Informational,1000,29,15.63,0.29,0,0,0,20,,,,https://www.groundworks.com/resources/prevent-basement-flooding-during-winter-thaws/,14000000
400 olive street dallas tx 75201,"Commercial, Informational",880,46,1.17,0.29,0,0,0,47,,,,https://www.groundworks.com/employees/kickoff2026/,85600
a1 sewer and drain,Commercial,880,44,12.72,0.49,0,0,0,65,,,,https://www.groundworks.com/,1350000
atlanta basement systems,Navigational,880,31,8.84,0.42,0,0,0,57,,,,https://www.groundworks.com/service-areas/atlanta/,2850000
b dry waterproofing,Commercial,880,23,9.12,0.70,0,0,0,68,,,,https://www.groundworks.com/,11000000
backfill dirt,Commercial,880,14,1.40,0.80,0,0,0,1,,,,https://www.groundworks.com/glossary/problems-caused-by-backfill-soil/,2590000
baker's waterproofing,Navigational,880,21,0.00,0.00,0,0,0,3,,,,https://www.groundworks.com/locations/bakers-waterproofing/,936000
basement bugs,Informational,880,17,1.33,0.13,0,0,52,0,,,https://crackx.com/bugs-in-basement/,,16900000
basement encapsulation cost,"Informational, Transactional",880,23,8.53,0.67,0,0,0,37,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,1160000
basement flooded,Informational,880,34,41.11,0.51,0,0,0,57,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,40600000
basement flooding solutions,Informational,880,23,26.81,0.37,0,0,0,33,,,,https://www.groundworks.com/solutions/basement-waterproofing/water-in-basement-cove/,5570000
basement floor sealer,Commercial,880,17,2.78,1.00,0,0,0,33,,,,https://www.groundworks.com/resources/foundation-repair-foundation-sealant/,5800000
basement foundations,Informational,880,9,8.65,0.19,0,0,0,47,,,,https://www.groundworks.com/,17700000
basement gym ideas,Informational,880,31,0.56,1.00,0,0,0,52,,,,https://www.groundworks.com/resources/6-basement-home-gyms-to-inspire-your-renovation/,30800000
basement leak repair company near me,Transactional,880,34,43.81,0.88,0,91,0,33,,https://www.a1foundationcrackrepair.com/,,https://www.groundworks.com/solutions/basement-waterproofing/,6760000
basement leaking repair,Informational,880,9,21.45,0.45,0,54,0,24,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,,https://www.groundworks.com/resources/preventing-repairing-basement-leaks/,16300000
basement remodeling companies,Commercial,880,50,16.77,0.27,0,0,0,84,,,,https://www.groundworks.com/,7580000
basement repair companies,Commercial,880,57,23.65,0.67,0,0,0,25,,,,https://www.groundworks.com/service-areas/missouri/kansas-city-mo/,21600000
basement solutions,Commercial,880,48,12.80,0.91,0,0,0,9,,,,https://www.groundworks.com/solutions/basement-waterproofing/,87100000
basement sump pumps,Informational,880,33,3.47,1.00,0,0,0,59,,,,https://www.groundworks.com/solutions/basement-waterproofing/sump-pump/,3090000
basement vent covers,Transactional,880,27,0.69,1.00,0,0,0,26,,,,https://www.groundworks.com/solutions/crawl-space-repair/vent-covers/,6920000
basement wall repair near me,Transactional,880,50,15.21,0.66,0,0,38,9,,,https://crackx.com/maine/,https://www.groundworks.com/service-areas/utah/salt-lake-city-ut/,48700000
basement wall sealer,Commercial,880,14,2.96,1.00,0,0,0,49,,,,https://www.groundworks.com/,6070000
basement water companies,Commercial,880,43,18.62,0.24,0,0,0,13,,,,https://www.groundworks.com/solutions/basement-waterproofing/,30800000
basement water leak repair near me,"Informational, Transactional",880,29,0.00,0.82,0,0,37,27,,,https://crackx.com/maine/,https://www.groundworks.com/solutions/basement-waterproofing/,16200000
basement water pump,"Informational, Transactional",880,34,4.87,0.92,0,0,0,42,,,,https://www.groundworks.com/solutions/basement-waterproofing/sump-pump/,37900000
basement water seepage repair,Informational,880,14,19.37,0.64,0,76,70,24,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,https://crackx.com/what-causes-water-seepage-in-the-basement-and-how-to-stop-it/,https://www.groundworks.com/resources/9-practical-tips-to-stop-water-leakage-in-your-basement-after-rain/,492000
best foundation repair companies near me,Transactional,880,29,17.71,0.77,0,0,0,34,,,,https://www.groundworks.com/,319000000
best sheetrock anchors,Commercial,880,33,0.27,1.00,0,0,0,84,,,,https://www.groundworks.com/,4450000
block foundation repair,Informational,880,21,8.40,0.69,0,45,0,27,,https://www.a1foundationcrackrepair.com/block-foundation-crack-repair,,https://www.groundworks.com/glossary/block-foundation-wall/,169000000
bomb a house for bugs,Informational,880,24,2.03,1.00,0,0,0,77,,,,https://www.groundworks.com/resources/fogger-in-crawl-space/,5370000
can you change a crawl space into a slab,Informational,880,7,0.00,0.00,0,0,0,25,,,,https://www.groundworks.com/resources/can-i-dig-out-my-crawl-space-into-a-full-basement/,654000
ceiling cracks,Informational,880,25,2.83,0.21,0,0,0,15,,,,https://www.groundworks.com/resources/how-serious-are-ceiling-cracks/,41200000
cellar sump pump installation,Informational,880,-1,5.73,0.30,0,0,0,21,,,,https://www.groundworks.com/resources/sump-pump-installation-steps/,376000
cement footing,"Commercial, Informational",880,30,3.36,0.27,0,0,0,5,,,,https://www.groundworks.com/glossary/concrete-footing/,35900000
cement step repair,Commercial,880,17,4.90,0.78,0,0,0,65,,,,https://www.groundworks.com/,56800000
cement wall anchors,Transactional,880,12,0.61,1.00,0,0,0,78,,,,https://www.groundworks.com/,8790000
chimney effect,Informational,880,26,1.04,0.03,0,0,0,77,,,,https://www.groundworks.com/wp-content/uploads/sites/13/2021/11/what-is-the-stack-effect-printable-groundworks.pdf,24200000
cloudiest cities in the us,Informational,880,18,0.00,0.00,0,0,0,52,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,227000
coal chute,Informational,880,34,0.00,0.00,0,0,0,43,,,,https://www.groundworks.com/resources/coal-chute-and-chimney-repair/,2700000
companies that fix foundations,Commercial,880,39,20.06,0.12,0,0,0,18,,,,https://www.groundworks.com/,11200000
concrete block foundation repair,Informational,880,9,6.97,0.59,0,0,0,19,,,,https://www.groundworks.com/glossary/block-foundation-wall/,33800000
concrete coating near me,Transactional,880,25,7.46,0.78,0,0,0,81,,,,https://www.groundworks.com/bozeman-concrete-coating/,33000000
concrete companies close to me,Commercial,880,47,7.83,0.69,0,0,0,91,,,,https://www.groundworks.com/,284000000
concrete crack injection waterproofing foundations los angeles,Informational,880,9,0.00,0.00,0,0,0,9,,,,https://www.groundworks.com/service-areas/foundation-repair-los-angeles-ca/,258000
concrete footings and foundations,Commercial,880,13,3.36,0.27,0,0,0,16,,,,https://www.groundworks.com/glossary/concrete-footing/,4500000
concrete foundation piers,Informational,880,16,4.46,0.17,0,0,0,8,,,,https://www.groundworks.com/resources/5-things-to-know-about-foundation-piers/,6360000
concrete foundation waterproofing,Informational,880,23,4.44,0.77,0,0,0,69,,,,https://www.groundworks.com/,14500000
concrete ingredients,Informational,880,28,0.38,0.04,0,0,0,34,,,,https://www.groundworks.com/resources/what-is-concrete-made-of/,58300000
concrete leveling company,Commercial,880,32,12.68,0.21,0,0,0,2,,,,https://www.groundworks.com/solutions/concrete-lifting/,156
concrete leveling contractors,Commercial,880,43,12.33,0.03,0,0,0,4,,,,https://www.groundworks.com/solutions/concrete-lifting/,3960000
concrete leveling services near me,Transactional,880,25,23.33,0.65,0,0,0,3,,,,https://www.groundworks.com/solutions/concrete-lifting/,9790000
concrete repair company,Commercial,880,41,6.37,0.58,0,0,0,24,,,,https://www.groundworks.com/,90100000
concrete repair contractors,Commercial,880,42,11.96,0.12,0,0,0,38,,,,https://www.groundworks.com/,27900000
concrete slab foundation repair cost,"Commercial, Informational",880,39,6.89,0.59,0,0,0,30,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,8280000
concrete slab leveling,Informational,880,24,2.88,0.96,0,0,0,25,,,,https://www.groundworks.com/resources/concrete-leveling-ultimate-guide/,40100000
crack in ceiling drywall,Informational,880,29,2.76,0.33,0,0,0,9,,,,https://www.groundworks.com/resources/how-serious-are-ceiling-cracks/,6960000
crack inside,Informational,880,10,15.71,0.02,0,0,66,73,,,https://crackx.com/how-to-know-if-a-crack-in-your-wall-is-serious/,https://www.groundworks.com/resources/horizontal-cracks-in-drywall-and-foundation-walls-when-to-worry/,213000000
cracked brick,Informational,880,14,6.06,0.06,0,0,0,12,,,,https://www.groundworks.com/resources/what-causes-bricks-to-crack/,109000000
cracked concrete patio,Informational,880,18,4.05,0.67,0,0,0,27,,,,https://www.groundworks.com/resources/how-to-level-concrete-patio/,11400000
cracks in brick house,Informational,880,4,5.97,0.52,0,0,0,39,,,,https://www.groundworks.com/resources/what-causes-bricks-to-crack/,23600000
crawl space company near me,Transactional,880,8,23.12,0.91,0,0,0,7,,,,https://www.groundworks.com/service-areas/crawl-space-repair-spartanburg-sc/,34600000
crawl space drainage matting,Transactional,880,3,2.60,1.00,0,0,0,13,,,,https://www.groundworks.com/solutions/crawl-space-repair/drainage-matting/,613000
crawl space insulation cost,Commercial,880,20,7.35,0.64,0,0,0,39,,,,https://www.groundworks.com/resources/what-goes-into-insulating-a-crawl-space/,4940000
crawl space mold removal services near me,Transactional,880,17,0.00,0.00,0,0,0,70,,,,https://www.groundworks.com/service-areas/crawl-space-encapsulation-jackson-tn/,1730000
crawl space solutions,Commercial,880,47,11.44,0.40,0,0,0,11,,,,https://www.groundworks.com/solutions/crawl-space-repair/,19500000
crawl space vent covers for winter,"Commercial, Informational",880,31,0.60,1.00,0,0,0,31,,,,https://www.groundworks.com/solutions/crawl-space-repair/vent-covers/,4970000
crawl space ventilation fan,Informational,880,6,1.06,1.00,0,0,0,25,,,,https://www.groundworks.com/resources/do-crawl-space-ventilation-fans-work/,3690000
crawl under house foudation,Informational,880,17,0.00,0.00,0,0,0,1,,,,https://www.groundworks.com/glossary/crawl-space/,18900000
crawlspace contractor,Informational,880,55,21.22,0.28,0,0,0,3,,,,https://www.groundworks.com/solutions/crawl-space-repair/,4970000
crawlspace foundation,Informational,880,19,7.15,0.18,0,0,0,3,,,,https://www.groundworks.com/glossary/crawl-space/,8440000
crawlspace repair near me,Transactional,880,17,23.67,0.06,0,0,0,2,,,,https://www.groundworks.com/solutions/crawl-space-repair/,7860000
crawlspace sump pump,"Commercial, Informational",880,6,3.93,1.00,0,0,0,51,,,,https://www.groundworks.com/solutions/crawl-space-repair/sump-pump/,1920000
crawlspace waterproofing near me,Transactional,880,13,21.16,0.11,0,0,0,10,,,,https://www.groundworks.com/service-areas/crawl-space-repair-jacksonville-fl/,2300000
ct basement,Navigational,880,41,11.12,0.59,0,0,0,45,,,,https://www.groundworks.com/locations/groundworks-new-haven/,0
definition slab,Informational,880,48,0.00,0.00,0,0,0,96,,,,https://www.groundworks.com/glossary/slab-foundation/,11800000
destroying japanese knotweed,Informational,880,21,0.32,0.52,0,0,0,47,,,,https://www.groundworks.com/resources/japanese-knotweed-top-weed-for-home-damage-in-the-u-s/,80800
dirty side of hurricane example,Informational,880,23,0.00,0.00,0,0,0,76,,,,https://www.groundworks.com/resources/worst-us-cities-for-hurricane-damage/,2850000
