Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
what are cold joints in concrete,1,1,110,5,0.00,https://www.a1foundationcrackrepair.com/cold-joint-repair,1,0.03,0.00,0,13800000,"[14,18,22,18,14,18,22,22,29,43,29,18]",2026-01-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
lally colums,1,1,70,14,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,1,0.03,0.00,0.75,391000,"[0,0,0,0,2,0,4,19,0,100,2,0]",2026-01-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know, AI overview",informational,AI overview
a1 foundation repair,5,11,170,28,11.52,https://www.a1foundationcrackrepair.com/new-hampshire,1,0.03,11.00,0.49,23600000,"[53,53,80,53,65,65,65,53,53,80,53,42]",2026-03-08,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
foundation repair rhode island,6,6,70,12,9.72,https://www.a1foundationcrackrepair.com/rhode-island,1,0.03,9.00,0.91,9240000,"[28,35,50,35,28,64,50,100,78,78,50,35]",2026-01-31,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
lally column replacement,5,5,260,9,7.61,https://www.a1foundationcrackrepair.com/lp-lally-column-replacement,1,0.03,7.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lally column repair,1,1,170,0,9.03,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-worry-about-replacing-a-rusted-lally-column,1,0.03,9.00,0.52,52600,"[5,10,23,43,28,5,23,100,100,66,66,66]",2026-02-26,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
lally column footing,1,1,70,3,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,1,0.03,0.00,0.18,16100,"[35,50,50,78,78,21,21,78,28,21,28,21]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
basement floor crack repair,33,33,3600,13,5.97,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,1,0.03,5.00,0.2,6240000,"[5,5,29,29,35,35,35,23,81,100,81,100]",2026-03-07,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
foundation repair hudson,3,3,50,1,0.00,https://www.a1foundationcrackrepair.com/,1,0.03,0.00,0.33,5670000,"[14,14,14,14,21,28,14,28,100,78,50,35]",2026-01-08,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
wall seams,1,1,110,14,0.00,https://www.a1foundationcrackrepair.com/floor-wall-seam,1,0.03,0.00,0.03,25300000,"[21,34,34,28,28,28,28,34,34,28,28,100]",2026-01-16,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Image pack
foundation crack repair boston,3,3,30,22,11.40,https://www.a1foundationcrackrepair.com/,1,0.03,11.00,0.64,1080000,"[28,28,28,28,28,28,28,28,100,100,100,28]",2026-01-09,"Local pack, Video, Related searches",commercial,Organic
water leaking through bulkhead,5,5,210,9,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-do-i-fix-my-leaking-bulkhead-boston-ma,1,0.03,0.00,1,1430000,"[6,43,43,43,43,53,53,100,100,81,81,81]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
gap between garage floor and foundation wall,1,1,50,2,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/why-is-the-back-part-of-my-garage-floor-pulling-away-from-the-foundation-wall,1,0.03,0.00,0.17,6290000,"[18,18,18,18,18,18,18,18,100,100,100,100]",2026-01-09,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
foundation crack injection services,6,6,210,3,0.00,https://www.a1foundationcrackrepair.com/?utm_source=google&utm_medium=gmb_url&utm_campaign=gmb_listing&utm_content=primary,1,0.03,0.00,0,3920000,"[53,81,65,65,65,65,81,100,65,21,15]",2026-01-31,"Local pack, Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Local pack
bulkhead repair near me,9,9,320,11,7.82,https://www.a1foundationcrackrepair.com/bulkhead-waterproofing,1,0.03,7.00,0.78,3630000,"[28,28,28,54,54,35,28,23,100,100,81,81]",2026-01-11,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,Organic
lally column footing detail,1,1,40,2,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,1,0.03,0.00,0.01,15100,"[11,64,11,64,11,11,11,11,11,11,11,11]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
quick fix for leaking pipe,1,1,70,19,3.63,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.88,23400000,"[41,82,41,41,52,52,41,29,29,17,41,29]",2026-02-28,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
concrete spaulding,85,85,50,23,3.45,https://www.a1foundationcrackrepair.com/spalling-concrete,0,0,0.00,0.05,695000,"[63,27,27,100,63,27,27,63,27,45,27,18]",2026-02-02,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
basement waterproofing hingham,89,89,40,1,0.00,https://www.a1foundationcrackrepair.com/basement-waterproofing,0,0,0.00,0.33,31800,"[18,0,18,18,18,18,100,100,81,27,18,18]",2026-02-24,"Local pack, Video, People also ask, Related searches",commercial,Organic
bulkhead waterproofing,8,8,320,4,6.78,https://www.a1foundationcrackrepair.com/?utm_source=google&utm_medium=gmb_url&utm_campaign=gmb_listing&utm_content=primary,0,0,0.00,0.82,256000,"[3,18,23,28,35,44,54,54,81,100,81,81]",2026-01-13,"Local pack, Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Local pack
bulkhead waterproofing,10,10,320,4,6.78,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-wanted-to-know-about-bulkheads-but-were-too-afraid-to-ask,0,0,0.00,0.82,256000,"[3,18,23,28,35,44,54,54,81,100,81,81]",2026-01-13,"Local pack, Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
bulkhead waterproofing,36,36,320,4,6.78,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-identify-when-water-in-the-basement-if-from-a-leaking-bulkhead-boston,0,0,0.00,0.82,256000,"[3,18,23,28,35,44,54,54,81,100,81,81]",2026-01-13,"Local pack, Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
bulkhead waterproofing,46,46,320,4,6.78,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/leaking_bulkheads_need_waterproofing,0,0,0.00,0.82,256000,"[3,18,23,28,35,44,54,54,81,100,81,81]",2026-01-13,"Local pack, Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
bulkhead waterproofing,94,94,320,4,6.78,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/leaking_bulkheads_need_waterproofing,0,0,0.00,0.82,256000,"[3,18,23,28,35,44,54,54,81,100,81,81]",2026-01-13,"Local pack, Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
dry basement ct,42,42,30,55,6.45,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0.39,5790000,"[28,42,28,28,28,57,57,100,57,57,42,71]",2026-01-25,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
basement wall leaks,75,75,70,11,14.83,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.74,6740000,"[42,100,34,3,7,34,19,11,11,19,7,7]",2026-01-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview","informational, transactional",Organic
basement floor has cracks,32,32,50,15,3.81,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-floor-cracks-dangerous-or-not-boston,0,0,0.00,0.38,15500000,"[100,41,29,41,41,41,11,11,11,11,11,11]",2026-02-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mid atlantic waterproofing sump pumps,56,56,40,7,4.18,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/sump-pump-installation-basement-waterproofing-prevent-basement-leaks-ma-ri-nh-ct,0,0,0.00,0.68,13900,"[14,14,14,14,14,78,14,100,50,14,14,28]",2026-01-20,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to fix a basement leak,68,68,90,2,4.13,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.62,20400000,"[17,12,28,12,12,28,35,43,10,17,10,10]",2026-02-11,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
cracks in basement floor repair,48,48,110,,4.56,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,0,0,0.00,0.11,4750000,"[34,53,42,19,34,19,19,15,26,19,80,100]",2026-01-12,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cracks in basement floor repair,67,67,110,,4.56,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,0,0,0.00,0.11,4750000,"[34,53,42,19,34,19,19,15,26,19,80,100]",2026-01-12,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
lally column installation,27,27,140,0,7.77,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/installing-lally-columns-what-not-to-do,0,0,0.00,0.25,611000,"[100,82,64,100,64,52,52,82,100,82,82,52]",2026-02-28,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
lally column installation,64,64,140,0,7.77,https://www.a1foundationcrackrepair.com/lally-column-replacement,0,0,0.00,0.25,611000,"[100,82,64,100,64,52,52,82,100,82,82,52]",2026-02-28,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is spalling on concrete,54,54,40,20,3.67,https://www.a1foundationcrackrepair.com/spalling-concrete,0,0,0.00,0.02,1870000,"[43,43,3,0,3,34,0,21,0,0,0,0]",2026-01-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
what is spalling on concrete,81,81,40,20,3.67,https://www.a1foundationcrackrepair.com/spalling-concrete,0,0,0.00,0.02,1870000,"[43,43,3,0,3,34,0,21,0,0,0,0]",2026-01-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
foundation crack repair expert,1,1,110,10,4.08,https://www.a1foundationcrackrepair.com/concrete-wall-cracks,0,0,0.00,0.79,5840000,"[11,15,34,26,26,42,34,100,65,42,34,26]",2026-02-18,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
foundation crack repair expert,1,1,110,10,4.08,https://www.a1foundationcrackrepair.com/concrete-wall-cracks,0,0,0.00,0.79,5840000,"[11,15,34,26,26,42,34,100,65,42,34,26]",2026-02-18,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
foundation crack repair expert,28,28,110,10,4.08,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.79,5840000,"[11,15,34,26,26,42,34,100,65,42,34,26]",2026-02-18,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
precast bulkhead,15,15,110,2,1.46,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-wanted-to-know-about-bulkheads-but-were-too-afraid-to-ask,0,0,0.00,0.12,181000,"[19,26,15,42,26,34,34,65,80,65,65,53]",2026-02-28,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
cinder block foundation crack repair,42,42,210,3,3.39,https://www.a1foundationcrackrepair.com/block-foundation-crack-repair,0,0,0.00,0.95,597000,"[2,2,2,2,2,100,100,81,54,5,4,2]",2026-02-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
concrete dock repair,10,10,40,1,8.75,https://www.a1foundationcrackrepair.com/damaged-loading-docks,0,0,0.00,0.49,8050000,"[22,22,33,33,33,33,22,55,55,44,44,77]",2026-01-20,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,Organic
basement crack repairs,75,75,30,3,15.13,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.41,4150000,"[0,4,4,19,4,9,14,52,23,14,14,9]",2026-01-25,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums",commercial,Organic
lolli column,2,2,50,19,0.63,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/why-are-lally-columns-so-important,0,0,0.00,0.73,583000,"[0,0,0,0,0,0,0,0,0,5,2,2]",2026-01-11,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, See results about, Things to know, AI overview","commercial, informational",Things to know
lolli column,2,2,50,19,0.63,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/installing-lally-columns-what-not-to-do,0,0,0.00,0.73,583000,"[0,0,0,0,0,0,0,0,0,5,2,2]",2026-01-11,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, See results about, Things to know, AI overview","commercial, informational",Things to know
lolli column,59,59,50,19,0.63,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/why-are-lally-columns-so-important,0,0,0.00,0.73,583000,"[0,0,0,0,0,0,0,0,0,5,2,2]",2026-01-11,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, See results about, Things to know, AI overview","commercial, informational",Organic
pointing stone foundation,1,1,140,18,4.60,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/when-do-you-need-to-repoint-a-stone-foundation-boston-ma,0,0,0.00,0.14,205000000,"[34,34,26,42,34,42,65,53,42,65,65,65]",2026-02-06,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
pointing stone foundation,34,34,140,18,4.60,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/when-do-you-need-to-repoint-a-stone-foundation-boston-ma,0,0,0.00,0.14,205000000,"[34,34,26,42,34,42,65,53,42,65,65,65]",2026-02-06,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cracked foundation repair near me,85,85,90,33,17.07,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0.49,45400000,"[6,21,28,28,21,21,15,65,100,34,15,12]",2026-02-08,"Local pack, Video, People also ask, Related searches, AI overview",transactional,Organic
how to repair steps stairs,53,53,90,,0.96,https://www.a1foundationcrackrepair.com/damaged-stairs,0,0,0.00,0.39,55500000,"[64,64,64,28,64,100,100,64,64,50,64,78]",2026-01-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
crack foundation repair company,30,30,50,39,14.12,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0.7,7680000,"[18,18,18,36,45,45,27,81,81,45,27,36]",2026-02-24,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
crack foundation repair company,87,87,50,39,14.12,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0.7,7680000,"[18,18,18,36,45,45,27,81,81,45,27,36]",2026-02-24,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
