Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
water leaking through bulkhead,2,2,210,9,0.00,https://crackx.com/repair-a-leaking-bulkhead/,3,0.15,0.00,1,1430000,"[6,43,43,43,43,53,53,100,100,81,81,81]",2026-02-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
cracks in foundation walls,4,4,480,10,4.75,https://crackx.com/do-foundation-cracks-affect-home-value-what-you-should-know/,2,0.1,9.00,0.55,37900000,"[2,2,0,100,2,0,100,4,84,3,5,8]",2026-02-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
affordable basement waterproofing solutions for homes with moisture issues,1,1,90,0,0.00,https://crackx.com/cost-effective-basement-waterproofing-solutions/,2,0.1,0.00,0,4180000,"[7,78,100,78]",2026-01-11,"Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
what do cracks in walls mean,1,1,70,18,0.97,https://crackx.com/how-to-know-if-a-crack-in-your-wall-is-serious/,2,0.1,1.00,0.09,28800000,"[63,81,63,81,45,63,45,45,45,45,63,63]",2026-01-17,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
sealing bulkhead doors,1,1,170,2,1.32,https://crackx.com/repair-a-leaking-bulkhead/,2,0.1,2.00,1,1950000,"[7,42,42,53,42,53,53,80,100,80,80,80]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
sealing bulkhead doors,1,1,170,2,1.32,https://crackx.com/a-step-by-step-guide-to-bulkhead-waterproofing/,2,0.1,2.00,1,1950000,"[7,42,42,53,42,53,53,80,100,80,80,80]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
cracks texture,8,8,390,23,1.98,https://crackx.com/identifying-structural-cracks/,2,0.1,3.00,0,41600000,"[45,55,30,36,45,0,0,45,36,36,24,20]",2026-02-11,"Image pack, Video, Image, People also ask, Related searches",informational,People also ask
bulkhead doors,16,0,1900,25,1.29,https://crackx.com/bulkhead-door-installation-natick/,2,0.1,2.00,0.85,0,"[29,36,43,22,36,43,43,81,81,36,36,29]",2026-03-09,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
sealing a bulkhead door,3,3,110,7,1.32,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,2,0.1,2.00,1,1920000,"[11,29,41,52,52,41,64,100,100,82,82,82]",2026-02-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
storm cellar doors,1,1,110,21,0.84,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,2,0.1,1.00,0.92,3370000,"[21,15,21,43,53,43,34,53,34,34,34,28]",2026-02-03,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,People also ask
crack x foundation repair,1,1,210,41,14.90,https://crackx.com/new-hampshire/?utm_source=gmbnh&utm_medium=organic,2,0.1,29.00,0.91,19300000,"[7,12,12,12,7,44,2,100,81,5,5,2]",2026-02-01,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Local pack
non structural cracks in concrete,6,6,140,7,0.00,https://crackx.com/identifying-structural-cracks/,2,0.1,0.00,0.76,14100000,"[18,3,3,3,3,81,3,100,54,3,3,3]",2026-03-05,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
commercial foundations,1,0,70,10,20.12,https://crackx.com/types-of-commercial-building-foundations/,2,0.1,40.00,0.09,0,"[14,14,21,14,35,50,64,64,50,50,100,50]",2026-03-08,"Local pack, Video, Video Carousel, Related searches, AI overview",informational,AI overview
foundation repair maine,5,5,210,20,7.62,https://crackx.com/maine/,2,0.1,15.00,0.62,19300000,"[10,22,8,22,22,14,14,81,81,81,81,100]",2026-01-17,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
bulkhead leaking,1,1,210,1,8.38,https://crackx.com/a-step-by-step-guide-to-bulkhead-waterproofing/,2,0.1,16.00,0.37,2190000,"[28,35,28,43,43,53,43,100,100,82,82,82]",2026-02-19,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
basement bulkhead door,4,4,170,31,1.14,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,2,0.1,2.00,0.72,1150000,"[18,28,15,28,44,44,28,54,35,28,23,23]",2026-02-06,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
crack x reviews,2,2,40,18,11.07,https://www.crackx.com/?utm_source=gmbmerri&utm_medium=organic,2,0.1,22.00,0.35,282000000,"[35,14,14,28,28,50,35,21,35,28,35,35]",2026-02-01,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Local pack
wooden bulkhead door,1,1,50,16,1.15,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,2,0.1,2.00,0.38,1680000,"[14,9,19,23,19,33,19,42,42,33,23,33]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
how much to fix a crack in foundation,1,1,90,6,5.26,https://crackx.com/do-foundation-cracks-affect-home-value-what-you-should-know/,2,0.1,10.00,0.57,369000000,"[42,42,42,33,42,52,33,52,52,52,80,52]",2026-03-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
why is my concrete cracking,1,1,40,19,1.92,https://crackx.com/5-reasons-why-your-concrete-floor-is-cracking/,2,0.1,3.00,0.31,27800000,"[18,18,18,18,18,18,63,63,63,45,18,27]",2026-02-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
window sill cracks,1,1,170,14,1.57,https://crackx.com/identifying-structural-cracks/,2,0.1,3.00,0.01,1170000,"[28,7,28,66,82,28,35,35,100,43,35,23]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
frost heave meaning,1,1,90,36,0.00,https://crackx.com/a-comprehensive-guide-to-frost-heave-and-its-prevention/,2,0.1,0.00,0,550000,"[19,23,100,42,33,23,23,33,23,42,33,66]",2026-01-14,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos","informational, transactional",People also ask
basement floor repair,16,16,1900,23,10.83,https://crackx.com/foundation-floor-crack-repair/,2,0.1,21.00,0.13,0,"[2,4,4,18,100,100,100,81,8,10,8,8]",2026-03-06,"Local pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
commercial building foundation,1,1,70,6,0.00,https://crackx.com/foundations-for-commercial-buildings/,2,0.1,0.00,0.14,695000000,"[11,41,29,41,41,41,52,100,100,41,17,23]",2026-02-05,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
crack-x,1,1,40,18,0.00,https://crackx.com/,2,0.1,0.00,0,323000000,"[17,17,23,29,23,41,29,23,29,17,23,11]",2026-03-02,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
cracked basement floor,1,1,170,4,4.50,https://crackx.com/identifying-structural-cracks/,2,0.1,9.00,0.07,28600000,"[54,28,8,8,15,23,35,44,35,28,28,23]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
crack x,9,9,480,18,7.54,https://crackx.com/manchester-new-hampshire/,2,0.1,15.00,0.49,325000000,"[24,20,30,36,30,45,30,30,30,24,45,24]",2026-01-28,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
foundation repair manchester nh,1,1,30,2,74.79,https://crackx.com/new-hampshire/?utm_source=gmbnh&utm_medium=organic,2,0.1,149.00,0.8,635000,"[2,2,2,2,2,2,2,6,4,2,4,2]",2026-02-22,"Local pack, Video, Image, Ads bottom, People also ask, Related searches",commercial,Local pack
leaking tie rod,1,1,140,16,0.00,https://crackx.com/what-are-tie-rod-leaks-and-what-to-do-about-them/,2,0.1,0.00,0,6360000,"[53,34,19,34,53,100,65,42,65,53,42,53]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
cracks in plaster walls,2,2,390,25,2.52,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,2,0.1,5.00,0.15,8200000,"[44,66,54,66,29,44,29,54,44,54,66,54]",2026-02-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,People also ask
waterproof bulkhead doors,1,1,170,2,1.40,https://crackx.com/a-step-by-step-guide-to-bulkhead-waterproofing/,2,0.1,2.00,0.95,699000,"[6,21,12,43,28,43,9,100,100,65,100,100]",2026-02-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
leaky bulkhead,1,1,110,0,8.38,https://crackx.com/repair-a-leaking-bulkhead/,2,0.1,16.00,0.37,459000,"[29,23,11,41,41,64,64,100,100,82,82,100]",2026-02-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
leaky bulkhead,1,1,110,0,8.38,https://crackx.com/repair-a-leaking-bulkhead/,2,0.1,16.00,0.37,459000,"[29,23,11,41,41,64,64,100,100,82,82,100]",2026-02-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement floor crack repair,25,25,3600,13,5.97,https://crackx.com/foundation-floor-crack-repair/,2,0.1,11.00,0.2,6240000,"[5,5,29,29,35,35,35,23,81,100,81,100]",2026-03-07,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
xcrack,6,6,110,2,0.00,https://crackx.com/,2,0.1,0.00,0,201000,"[0,0,0,0,100,0,0,0,0,0,0,17]",2026-01-14,"Sitelinks, Video, Image, Video Carousel, Related searches","commercial, informational",Organic
bulkhead seals,1,1,40,3,1.00,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,2,0.1,2.00,0.59,3530000,"[20,80,60,100,80,80,60,80,80,60,80,80]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",People also ask
clamshell bulkhead,3,3,110,0,2.84,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,2,0.1,5.00,0.16,103000,"[26,26,34,42,42,42,34,53,53,42,42,34]",2026-02-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
bulkhead fix,1,1,170,4,0.00,https://crackx.com/repair-a-leaking-bulkhead/,2,0.1,0.00,0.64,3440000,"[43,34,28,43,43,53,28,81,100,81,81,81]",2026-01-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
crack expert,6,6,70,21,0.00,https://crackx.com/services/,1,0.05,0.00,0.13,235000000,"[3,3,3,3,3,3,3,3,3,100,3,5]",2026-01-23,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cracks in walls when to worry,1,1,110,20,4.51,https://crackx.com/identifying-structural-cracks/,1,0.05,4.00,0.57,51600000,"[42,42,53,26,42,34,34,34,34,53,26,26]",2026-02-25,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
how to build a cellar door,1,1,90,6,0.00,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,1,0.05,0.00,0.06,20900000,"[35,35,35,64,78,64,78,78,100,78,78,50]",2026-02-09,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
cracks.com,6,6,40,47,0.00,https://crackx.com/,1,0.05,0.00,0,189000000,"[3,100,6,3,3,3,0,3,3,3,3,3]",2026-02-15,"Image pack, Sitelinks, Video, Image",navigational,Organic
peeling floor,1,1,70,34,0.33,https://crackx.com/common-causes-of-epoxy-floor-peeling-and-proven-ways-to-prevent-it/,1,0.05,0.00,0.41,212,"[52,33,33,33,52,80,23,4,23,33,0,4]",2026-03-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Image pack
sealing bulkhead doors,4,4,170,2,1.32,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,1,0.05,1.00,1,1950000,"[7,42,42,53,42,53,53,80,100,80,80,80]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
structural vs non structural cracks,1,1,40,3,0.00,https://crackx.com/identifying-structural-cracks/,1,0.05,0.00,0.03,32200000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",People also ask
cra x,9,9,50,27,0.00,https://crackx.com/,1,0.05,0.00,0.33,65600000,"[14,28,100,14,28,100,14,14,50,14,14,14]",2026-01-09,"Sitelinks, Video, Image, People also ask, Related searches, AI overview","commercial, informational",Organic
hatchway doors,2,2,90,11,1.23,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,1,0.05,1.00,0.97,203000,"[19,19,15,34,34,42,34,42,34,34,34,26]",2026-02-23,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,People also ask
foundation crack repair portsmouth,4,4,40,4,0.00,https://crackx.com/seacoast-region-new-hampshire/,1,0.05,0.00,0,440000,"[60,100,100]",2026-02-21,"Local pack, Video, Related searches, AI overview",commercial,Organic
wood bulkhead door,1,1,30,20,1.15,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,1,0.05,1.00,0.38,3790000,"[0,0,0,71,100,100,14,100,57,100,42,28]",2026-02-10,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
hairline crack png,2,2,70,22,0.00,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,1,0.05,0.00,0.33,293000,"[4,4,4,4,4,4,8,4,100,4,29,4]",2026-02-27,"Image pack, Video, Image, People also ask, Related searches",informational,People also ask
hydraulic foundation repair,8,8,210,9,6.93,https://crackx.com/a-comprehensive-guide-to-different-foundation-repair-methods/,1,0.05,6.00,0.35,11400000,"[3,3,3,3,18,100,81,81,81,5,8,11]",2026-02-08,"Local pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview","informational, transactional",Organic
bulkhead doors,23,0,1900,25,1.29,https://crackx.com/bulkhead-door-installation-natick/,1,0.05,1.00,0.85,0,"[29,36,43,22,36,43,43,81,81,36,36,29]",2026-03-09,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
hairline cracks,6,6,720,15,7.36,https://crackx.com/a-step-by-step-guide-to-repairing-hairline-cracks-in-foundation-wall/,1,0.05,7.00,0.01,7510000,"[59,72,72,17,48,26,100,72,88,88,100,72]",2026-01-11,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,Organic
bulkhead cellar door,1,1,50,22,1.24,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,1,0.05,1.00,0.91,267000,"[11,11,11,41,52,0,29,29,52,29,41,29]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",People also ask
foundation repair natick,3,3,50,2,0.00,https://crackx.com/natick-massachusetts/,1,0.05,0.00,0,232000,"[0,9,36,81,45,100]",2026-02-21,"Local pack, Video, Image, Related searches",commercial,Organic
bulkhead cellar doors,1,1,30,22,1.24,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,1,0.05,1.00,0.91,128000,"[11,11,11,17,29,0,17,23,41,23,17,17]",2026-02-19,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,People also ask
basement bulkhead door installation,1,1,70,21,2.62,https://crackx.com/new-hampshire/bilco-basement-bulkhead-doors-installation/,1,0.05,2.00,0.08,593000,"[0,18,18,18,100,100,100,100,100,63,100,63]",2026-02-25,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Image pack
basement bulkhead door installation,1,1,70,21,2.62,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,1,0.05,2.00,0.08,593000,"[0,18,18,18,100,100,100,100,100,63,100,63]",2026-02-25,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,People also ask
cracks in concrete foundation,2,2,210,16,3.71,https://crackx.com/do-foundation-cracks-affect-home-value-what-you-should-know/,1,0.05,3.00,0.49,18600000,"[53,53,53,66,66,66,53,66,53,53,53,82]",2026-02-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,Things to know
how to fix cracks in basement floor,1,1,210,19,1.63,https://crackx.com/foundation-floor-crack-repair/,1,0.05,1.00,0.16,9080000,"[28,28,17,28,23,35,43,53,53,100,100,100]",2026-02-27,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,AI overview
